 Node            Displacements                Applied/reaction forces
   109    -0.000133246    -0.000505344     -0.000000006    -0.000000037
   110    -0.000160579    -0.000505059      0.000000018 ***************
   111     0.000063476    -0.000476798     -0.000000002     0.000000011
   112     0.000035381    -0.000475481      0.000000006     0.000000041
   113     0.000012657    -0.000475547      0.000000013     0.000000101
   114    -0.000009990    -0.000476087      0.000000014     0.000000067
   115    -0.000032851    -0.000476711      0.000000002    -0.000000004
   116    -0.000056856    -0.000477512     -0.000000004     0.000000011
   117    -0.000081373    -0.000478098      0.000000014    -0.000000007
   118    -0.000106269    -0.000478237     -0.000000002    -0.000000004
   119    -0.000132461    -0.000477849     -0.000000007     0.000000048
   120    -0.000159632    -0.000477609     -0.000000004 ***************
   121     0.000062404    -0.000449538      0.000000008    -0.000000030
   122     0.000034583    -0.000448124     -0.000000000     0.000000007
   123     0.000012050    -0.000448204     -0.000000005    -0.000000060
   124    -0.000010262    -0.000448555     -0.000000017    -0.000000019
   125    -0.000033007    -0.000449453      0.000000000    -0.000000019
   126    -0.000056936    -0.000450131     -0.000000001    -0.000000060
   127    -0.000080788    -0.000450870     -0.000000004    -0.000000026
   128    -0.000105282    -0.000450990      0.000000004    -0.000000026
   129    -0.000131495    -0.000450558      0.000000001     0.000000052
   130    -0.000158501    -0.000450347     -0.000000007 ***************
   131     0.000061131    -0.000422512     -0.000000006    -0.000000004
   132     0.000033628    -0.000421020     -0.000000005     0.000000112
   133     0.000011334    -0.000421047      0.000000011     0.000000000
   134    -0.000010785    -0.000421568     -0.000000003     0.000000004
   135    -0.000033242    -0.000422413     -0.000000017     0.000000019
   136    -0.000056674    -0.000423105      0.000000003    -0.000000004
   137    -0.000080474    -0.000423588      0.000000006    -0.000000060
   138    -0.000104512    -0.000423858     -0.000000020     0.000000026
   139    -0.000130427    -0.000423485      0.000000016     0.000000067
   140    -0.000157169    -0.000423320      0.000000014 ***************
   141     0.000059641    -0.000395771     -0.000000009     0.000000000
   142     0.000032501    -0.000394214     -0.000000009    -0.000000011
   143     0.000010479    -0.000394234     -0.000000003     0.000000034
   144    -0.000011361    -0.000394707      0.000000003     0.000000004
   145    -0.000033431    -0.000395667      0.000000003     0.000000048
   146    -0.000056278    -0.000396322     -0.000000009     0.000000026
   147    -0.000079805    -0.000396811      0.000000001     0.000000004
   148    -0.000103616    -0.000396988      0.000000011     0.000000015
   149    -0.000129202    -0.000396674     -0.000000016    -0.000000048
   150    -0.000155619    -0.000396576     -0.000000011 ***************
   151     0.000057918    -0.000369370     -0.000000014     0.000000030
   152     0.000031188    -0.000367756     -0.000000003    -0.000000034
   153     0.000009518    -0.000367736      0.000000004    -0.000000019
   154    -0.000011889    -0.000368164      0.000000001    -0.000000034
   155    -0.000033596    -0.000369017     -0.000000003    -0.000000063
   156    -0.000056400    -0.000369632     -0.000000002     0.000000007
   157    -0.000079304    -0.000370137     -0.000000005     0.000000022
   158    -0.000102642    -0.000370469     -0.000000022    -0.000000004
   159    -0.000127812    -0.000370204      0.000000006    -0.000000034
   160    -0.000153834    -0.000370171      0.000000014 ***************
   161     0.000055945    -0.000343366     -0.000000002     0.000000022
   162     0.000029677    -0.000341699     -0.000000003    -0.000000050
   163     0.000008412    -0.000341629      0.000000004     0.000000071
   164    -0.000012628    -0.000342019      0.000000003     0.000000022
   165    -0.000034417    -0.000342802     -0.000000003    -0.000000019
   166    -0.000056147    -0.000343447     -0.000000005     0.000000011
   167    -0.000078554    -0.000344061      0.000000017     0.000000101
   168    -0.000101564    -0.000344306     -0.000000013     0.000000000
   169    -0.000126241    -0.000344112      0.000000015    -0.000000002
   170    -0.000151796    -0.000344163     -0.000000018 ***************
   171     0.000053708    -0.000317822      0.000000003     0.000000007
   172     0.000027959    -0.000316102      0.000000007    -0.000000089
   173     0.000007142    -0.000315966      0.000000004    -0.000000020
   174    -0.000013589    -0.000316423      0.000000004    -0.000000020
   175    -0.000034727    -0.000317081      0.000000006     0.000000013
   176    -0.000055855    -0.000317844     -0.000000007     0.000000009
   177    -0.000077983    -0.000318329      0.000000008     0.000000011
   178    -0.000100386    -0.000318611      0.000000007     0.000000019
   179    -0.000124512    -0.000318544      0.000000015     0.000000002
   180    -0.000149487    -0.000318615      0.000000006 ***************
   181     0.000051192    -0.000292799     -0.000000000     0.000000009
   182     0.000026024    -0.000291027      0.000000000     0.000000024
   183     0.000005708    -0.000290849      0.000000003    -0.000000019
   184    -0.000014381    -0.000291162      0.000000002    -0.000000060
   185    -0.000035110    -0.000291990     -0.000000004     0.000000056
   186    -0.000056127    -0.000292668     -0.000000007    -0.000000045
   187    -0.000077270    -0.000293101     -0.000000000    -0.000000024
   188    -0.000098880    -0.000293459     -0.000000010    -0.000000022
   189    -0.000122433    -0.000293390     -0.000000004     0.000000034
   190    -0.000146888    -0.000293597     -0.000000019 ***************
   191     0.000048381    -0.000268370      0.000000001     0.000000009
   192     0.000023860    -0.000266529     -0.000000001    -0.000000006
   193     0.000004261    -0.000266095      0.000000003     0.000000009
   194    -0.000015372    -0.000266694      0.000000008     0.000000013
   195    -0.000035464    -0.000267657      0.000000004     0.000000054
   196    -0.000055731    -0.000268274     -0.000000005     0.000000002
   197    -0.000076126    -0.000268575      0.000000010     0.000000032
   198    -0.000097493    -0.000268848      0.000000003     0.000000043
   199    -0.000120386    -0.000268846     -0.000000012    -0.000000026
   200    -0.000143983    -0.000269177     -0.000000001 ***************
   201     0.000045270    -0.000244589     -0.000000004     0.000000007
   202     0.000022502    -0.000242922     -0.000000008    -0.000000006
   203     0.000002653    -0.000242562     -0.000000003    -0.000000004
   204    -0.000016792    -0.000243263      0.000000006    -0.000000011
   205    -0.000036118    -0.000243729      0.000000001    -0.000000007
   206    -0.000055308    -0.000244191     -0.000000007     0.000000002
   207    -0.000074755    -0.000244640     -0.000000010    -0.000000034
   208    -0.000095780    -0.000244637     -0.000000005     0.000000015
   209    -0.000117520    -0.000244828     -0.000000021    -0.000000013
   210    -0.000140746    -0.000245446      0.000000012 ***************
   211     0.000041830    -0.000221523     -0.000000001    -0.000000019
   212     0.000020421    -0.000219887     -0.000000004     0.000000004
   213     0.000000400    -0.000219585     -0.000000002     0.000000054
   214    -0.000018617    -0.000220556      0.000000002     0.000000022
   215    -0.000036780    -0.000220342      0.000000001     0.000000024
   216    -0.000054491    -0.000220589     -0.000000001     0.000000022
   217    -0.000072564    -0.000221344      0.000000006    -0.000000006
   218    -0.000093386    -0.000221399     -0.000000002    -0.000000050
   219    -0.000114800    -0.000221748      0.000000004     0.000000032
   220    -0.000137169    -0.000222489     -0.000000001 ***************
   221     0.000038032    -0.000199250     -0.000000004     0.000000020
   222     0.000016503    -0.000197563      0.000000000     0.000000011
   223    -0.000002656    -0.000197130     -0.000000000    -0.000000013
   224    -0.000021358    -0.000198255     -0.000000001     0.000000035
   225    -0.000037370    -0.000196410     -0.000000003     0.000000007
   226    -0.000053477    -0.000196955      0.000000007     0.000000006
   227    -0.000071839    -0.000197669      0.000000004     0.000000032
   228    -0.000090704    -0.000198642     -0.000000006    -0.000000030
   229    -0.000111820    -0.000199312      0.000000011     0.000000022
   230    -0.000133238    -0.000200399      0.000000004 ***************
   231     0.000033848    -0.000177824      0.000000001     0.000000007
   232     0.000012213    -0.000176110      0.000000006    -0.000000001
   233    -0.000005673    -0.000174694      0.000000002    -0.000000004
   234    -0.000022938    -0.000174381      0.000000003    -0.000000004
   235    -0.000037691    -0.000172090     -0.000000007     0.000000034
   236    -0.000052257    -0.000173331     -0.000000003     0.000000006
   237    -0.000069147    -0.000175431      0.000000001    -0.000000024
   238    -0.000088138    -0.000177264     -0.000000016    -0.000000036
   239    -0.000108217    -0.000178287      0.000000010     0.000000011
   240    -0.000128947    -0.000179296      0.000000000 ***************
   241     0.000029214    -0.000157243      0.000000003    -0.000000008
   242     0.000009369    -0.000154962     -0.000000003     0.000000001
   243    -0.000008025    -0.000152256     -0.000000003     0.000000021
   244    -0.000024334    -0.000150262     -0.000000004    -0.000000011
   245    -0.000037756    -0.000146733     -0.000000001     0.000000023
   246    -0.000051588    -0.000149795      0.000000007     0.000000003
   247    -0.000068715    -0.000154055      0.000000005    -0.000000023
   248    -0.000086237    -0.000156708      0.000000013    -0.000000012
   249    -0.000105031    -0.000158087      0.000000006     0.000000005
   250    -0.000124318    -0.000159260     -0.000000005 ***************
   251     0.000023864    -0.000137572     -0.000000001    -0.000000009
   252     0.000006293    -0.000134565     -0.000000001     0.000000015
   253    -0.000010272    -0.000130866      0.000000002    -0.000000009
   254    -0.000023957    -0.000127022     -0.000000004    -0.000000051
   255    -0.000036715    -0.000118140      0.000000003    -0.000000003
   256    -0.000052394    -0.000129951     -0.000000003    -0.000000011
   257    -0.000068608    -0.000134891     -0.000000001     0.000000021
   258    -0.000084997    -0.000137545     -0.000000014     0.000000021
   259    -0.000101724    -0.000139164      0.000000000     0.000000026
   260    -0.000119360    -0.000140403     -0.000000002 ***************
   261     0.000018920    -0.000120196     -0.000000001     0.000000002
   262     0.000003735    -0.000115809      0.000000003    -0.000000009
   263    -0.000011556    -0.000111562     -0.000000002    -0.000000006
   264    -0.000021341    -0.000106933     -0.000000006     0.000000018
   265    -0.000029292    -0.000099603      0.000000011    -0.000000029
   266    -0.000042604    -0.000104613     -0.000000004    -0.000000004
   267    -0.000036289    -0.000091608      0.000000001    -0.000000006
   268    -0.000054944    -0.000113743     -0.000000004    -0.000000010
   269    -0.000068737    -0.000117539     -0.000000006    -0.000000016
   270    -0.000082871    -0.000119980     -0.000000008     0.000000011
   271    -0.000098260    -0.000121551      0.000000009     0.000000009
   272    -0.000114117    -0.000122822     -0.000000001 ***************
   273     0.000014924    -0.000104062     -0.000000001     0.000000011
   274     0.000003172    -0.000098944      0.000000000    -0.000000016
   275    -0.000008220    -0.000094116      0.000000000    -0.000000005
   276    -0.000017519    -0.000088400      0.000000000     0.000000001
   277    -0.000025240    -0.000082149     -0.000000005    -0.000000034
   278    -0.000032488    -0.000076735     -0.000000006    -0.000000016
   279    -0.000047328    -0.000096232      0.000000005     0.000000012
   280    -0.000042627    -0.000084716      0.000000010     0.000000009
   281    -0.000056331    -0.000099017      0.000000006    -0.000000012
   282    -0.000040273    -0.000073455     -0.000000002     0.000000004
   283    -0.000067861    -0.000101643     -0.000000012    -0.000000005
   284    -0.000080774    -0.000103632      0.000000002    -0.000000013
   285    -0.000094167    -0.000105266      0.000000002     0.000000003
   286    -0.000108640    -0.000106609      0.000000002 ***************
   287     0.000011795    -0.000089474      0.000000000     0.000000020
   288     0.000002236    -0.000083739     -0.000000002     0.000000008
   289    -0.000006455    -0.000078176      0.000000001     0.000000007
   290    -0.000014830    -0.000072374      0.000000003     0.000000003
   291    -0.000022279    -0.000066893     -0.000000009    -0.000000000
   292    -0.000029894    -0.000062836     -0.000000000     0.000000008
   293    -0.000038572    -0.000062535      0.000000005     0.000000000
   294    -0.000054183    -0.000085285     -0.000000007    -0.000000013
   295    -0.000051329    -0.000072990      0.000000002    -0.000000008
   296    -0.000065611    -0.000087051     -0.000000008    -0.000000014
   297    -0.000048269    -0.000061327      0.000000011    -0.000000002
   298    -0.000077577    -0.000088646     -0.000000000     0.000000016
   299    -0.000089921    -0.000090344     -0.000000006    -0.000000007
   300    -0.000103014    -0.000091814     -0.000000002 ***************
   301     0.000009502    -0.000076392      0.000000001    -0.000000007
   302     0.000002393    -0.000070442     -0.000000002    -0.000000007
   303    -0.000004933    -0.000064434      0.000000004     0.000000001
   304    -0.000012169    -0.000058615      0.000000001     0.000000017
   305    -0.000019408    -0.000053877      0.000000004    -0.000000012
   306    -0.000026694    -0.000050079      0.000000001    -0.000000003
   307    -0.000035387    -0.000049910     -0.000000005    -0.000000004
   308    -0.000045382    -0.000050848      0.000000006     0.000000007
   309    -0.000062346    -0.000073867     -0.000000013    -0.000000003
   310    -0.000059005    -0.000062144      0.000000000    -0.000000003
   311    -0.000073840    -0.000075268      0.000000006    -0.000000024
   312    -0.000055769    -0.000051796     -0.000000011    -0.000000012
   313    -0.000085483    -0.000076841      0.000000023    -0.000000028
   314    -0.000097329    -0.000078456     -0.000000003 ***************
   315     0.000007903    -0.000064784      0.000000002    -0.000000006
   316     0.000002661    -0.000058989      0.000000001    -0.000000002
   317    -0.000003553    -0.000053174      0.000000002     0.000000001
   318    -0.000009448    -0.000047348      0.000000000     0.000000007
   319    -0.000015661    -0.000042189     -0.000000003    -0.000000008
   320    -0.000022634    -0.000037360     -0.000000002     0.000000001
   321    -0.000033201    -0.000039990      0.000000000     0.000000006
   322    -0.000043228    -0.000041588     -0.000000001     0.000000007
   323    -0.000053069    -0.000042766      0.000000001     0.000000002
   324    -0.000069909    -0.000063414     -0.000000007    -0.000000006
   325    -0.000066133    -0.000053029     -0.000000006     0.000000006
   326    -0.000080824    -0.000064883      0.000000005     0.000000017
   327    -0.000062719    -0.000044021     -0.000000002     0.000000000
   328    -0.000091676    -0.000066514      0.000000004 ***************
   329     0.000006889    -0.000054514     -0.000000003     0.000000001
   330     0.000003046    -0.000049041      0.000000001     0.000000001
   331    -0.000001810    -0.000043385     -0.000000001     0.000000007
   332    -0.000006434    -0.000037945      0.000000001     0.000000010
   333    -0.000011098    -0.000033243     -0.000000003     0.000000005
   334    -0.000015188    -0.000028705      0.000000000    -0.000000002
   335    -0.000024789    -0.000028966      0.000000001     0.000000001
   336    -0.000018080    -0.000023705      0.000000002    -0.000000002
   337    -0.000032895    -0.000032084      0.000000006    -0.000000010
   338    -0.000041875    -0.000033786     -0.000000005     0.000000003
   339    -0.000050862    -0.000035037     -0.000000003    -0.000000003
   340    -0.000059562    -0.000036035     -0.000000006    -0.000000005
   341    -0.000076293    -0.000054357      0.000000001    -0.000000003
   342    -0.000071983    -0.000045200     -0.000000002     0.000000003
   343    -0.000086143    -0.000055927     -0.000000004 ***************
   344    -0.000067875    -0.000037161      0.000000007     0.000000007
   345     0.000006346    -0.000045416     -0.000000002     0.000000004
   346     0.000003620    -0.000040233     -0.000000001    -0.000000008
   347     0.000000339    -0.000034697      0.000000003     0.000000006
   348    -0.000003149    -0.000029897     -0.000000000    -0.000000005
   349    -0.000006750    -0.000025623     -0.000000001     0.000000001
   350    -0.000010085    -0.000021743     -0.000000001    -0.000000003
   351    -0.000013280    -0.000017976     -0.000000000    -0.000000002
   352    -0.000026510    -0.000023346     -0.000000005     0.000000004
   353    -0.000020335    -0.000019250      0.000000001     0.000000001
   354    -0.000033502    -0.000025567      0.000000002     0.000000003
   355    -0.000016601    -0.000015000      0.000000000    -0.000000002
   356    -0.000040994    -0.000027122     -0.000000006     0.000000001
   357    -0.000048779    -0.000028308      0.000000001     0.000000001
   358    -0.000056642    -0.000029188     -0.000000003    -0.000000007
   359    -0.000064056    -0.000030182     -0.000000022    -0.000000004
   360    -0.000080802    -0.000046616     -0.000000003 ***************
   361    -0.000075716    -0.000038488      0.000000004 ***************
   362    -0.000070935    -0.000031436     -0.000000004 ***************
   363     0.000006155    -0.000037300      0.000000000     0.000000001
   364     0.000004554    -0.000032403     -0.000000001    -0.000000001
   365     0.000002173    -0.000027420      0.000000000     0.000000001
   366    -0.000000274    -0.000022900     -0.000000001    -0.000000002
   367    -0.000002995    -0.000019249     -0.000000001    -0.000000002
   368    -0.000006115    -0.000016211     -0.000000001    -0.000000004
   369    -0.000009662    -0.000013464     -0.000000001    -0.000000002
   370    -0.000013993    -0.000010483     -0.000000000     0.000000002
   371    -0.000022661    -0.000016947     -0.000000000    -0.000000001
   372    -0.000027510    -0.000018651      0.000000002    -0.000000002
   373    -0.000033502    -0.000020116      0.000000007    -0.000000002
   374    -0.000021186    -0.000013711      0.000000005     0.000000003
   375    -0.000040101    -0.000021336     -0.000000003    -0.000000005
   376    -0.000020121    -0.000010355     -0.000000003     0.000000001
   377    -0.000046832    -0.000022521      0.000000000    -0.000000001
   378    -0.000053894    -0.000023272      0.000000003    -0.000000001
   379    -0.000060493    -0.000024174      0.000000007    -0.000000002
   380    -0.000066499    -0.000025352     -0.000000002 ***************
   381     0.000006224    -0.000030002      0.000000000     0.000000001
   382     0.000005511    -0.000025758     -0.000000001    -0.000000002
   383     0.000004093    -0.000021080      0.000000001    -0.000000000
   384     0.000002298    -0.000016889      0.000000001    -0.000000000
   385     0.000000112    -0.000013737      0.000000000    -0.000000001
   386    -0.000002697    -0.000011622      0.000000001     0.000000001
   387    -0.000006327    -0.000010129     -0.000000001    -0.000000001
   388    -0.000009577    -0.000008134     -0.000000000     0.000000002
   389    -0.000015462    -0.000006759     -0.000000004     0.000000001
   390    -0.000011567    -0.000005628      0.000000001     0.000000001
   391    -0.000020151    -0.000007229     -0.000000001     0.000000000
   392    -0.000026981    -0.000014366     -0.000000003     0.000000002
   393    -0.000032850    -0.000015448      0.000000004     0.000000001
   394    -0.000039015    -0.000016435      0.000000001    -0.000000001
   395    -0.000026029    -0.000010771     -0.000000001    -0.000000002
   396    -0.000045231    -0.000017387      0.000000003    -0.000000000
   397    -0.000025490    -0.000007650     -0.000000002    -0.000000000
   398    -0.000051265    -0.000018162     -0.000000001    -0.000000002
   399    -0.000057203    -0.000019026     -0.000000001     0.000000002
   400    -0.000062438    -0.000020120     -0.000000007 ***************
   401     0.000006462    -0.000023330      0.000000001     0.000000002
   402     0.000006414    -0.000019923     -0.000000001    -0.000000001
   403     0.000005741    -0.000015837     -0.000000000     0.000000001
   404     0.000004586    -0.000012293      0.000000001     0.000000001
   405     0.000003143    -0.000008797     -0.000000001    -0.000000001
   406    -0.000000312    -0.000008185      0.000000000     0.000000000
   407    -0.000003570    -0.000007319      0.000000001    -0.000000002
   408    -0.000006535    -0.000006166      0.000000001     0.000000001
   409    -0.000008821    -0.000004380      0.000000001     0.000000000
   410    -0.000012663    -0.000003366      0.000000000    -0.000000000
   411    -0.000016217    -0.000003930     -0.000000002    -0.000000001
   412    -0.000020421    -0.000004367     -0.000000000    -0.000000001
   413    -0.000009482    -0.000002780      0.000000001    -0.000000000
   414    -0.000025168    -0.000004804      0.000000001     0.000000001
   415    -0.000031896    -0.000011520     -0.000000002    -0.000000000
   416    -0.000037752    -0.000012290      0.000000002    -0.000000001
   417    -0.000043477    -0.000013058      0.000000001     0.000000000
   418    -0.000031003    -0.000008126     -0.000000003     0.000000000
   419    -0.000049028    -0.000013834     -0.000000010     0.000000000
   420    -0.000030228    -0.000005240      0.000000002     0.000000000
   421    -0.000054191    -0.000014605     -0.000000002     0.000000000
   422    -0.000058771    -0.000015624     -0.000000001 ***************
   423     0.000006772    -0.000017124     -0.000000000     0.000000000
   424     0.000007209    -0.000014547      0.000000002    -0.000000001
   425     0.000007137    -0.000011421      0.000000001     0.000000002
   426     0.000006534    -0.000008731     -0.000000000    -0.000000000
   427     0.000005850    -0.000006261     -0.000000001    -0.000000000
   428     0.000003233    -0.000004912     -0.000000001     0.000000002
   429     0.000000688    -0.000005033     -0.000000000    -0.000000000
   430     0.000005384    -0.000003982     -0.000000001    -0.000000001
   431    -0.000001994    -0.000004803      0.000000000     0.000000000
   432    -0.000004547    -0.000004284      0.000000001    -0.000000001
   433    -0.000006569    -0.000003673      0.000000001     0.000000002
   434    -0.000006584    -0.000002236      0.000000003     0.000000001
   435    -0.000009367    -0.000001243     -0.000000001    -0.000000000
   436    -0.000012595    -0.000001311      0.000000001     0.000000000
   437    -0.000016139    -0.000001517      0.000000001    -0.000000000
   438    -0.000020340    -0.000001934      0.000000002    -0.000000000
   439    -0.000024855    -0.000002315      0.000000005     0.000000000
   440    -0.000006514    -0.000001087     -0.000000000    -0.000000000
   441    -0.000029559    -0.000002696      0.000000003     0.000000000
   442    -0.000036480    -0.000008788     -0.000000003     0.000000001
   443    -0.000041811    -0.000009433      0.000000005     0.000000000
   444    -0.000046867    -0.000010090      0.000000010     0.000000004
   445    -0.000035283    -0.000005763     -0.000000005    -0.000000000
   446    -0.000051487    -0.000010825      0.000000011     0.000000002
   447    -0.000034244    -0.000003125      0.000000003     0.000000000
   448    -0.000055508    -0.000011753     -0.000000005 ***************
   449     0.000007063    -0.000011239     -0.000000000    -0.000000000
   450     0.000007867    -0.000009418     -0.000000001    -0.000000000
   451     0.000008180    -0.000007393      0.000000002     0.000000000
   452     0.000007964    -0.000005609      0.000000000     0.000000001
   453     0.000007512    -0.000004014      0.000000000    -0.000000001
   454     0.000006949    -0.000002609     -0.000000001    -0.000000000
   455     0.000003083    -0.000002646     -0.000000000     0.000000000
   456     0.000000901    -0.000002793      0.000000000    -0.000000000
   457     0.000004919    -0.000002159      0.000000001    -0.000000000
   458    -0.000001469    -0.000002694      0.000000000     0.000000001
   459     0.000006303    -0.000001481      0.000000001     0.000000000
   460    -0.000003864    -0.000002530      0.000000000    -0.000000001
   461    -0.000003938    -0.000001053     -0.000000000     0.000000000
   462    -0.000009136    -0.000000122      0.000000001    -0.000000000
   463    -0.000006909     0.000000189     -0.000000001     0.000000000
   464    -0.000011306     0.000000682     -0.000000000     0.000000000
   465    -0.000015859     0.000000429     -0.000000005    -0.000000000
   466    -0.000020138     0.000000150      0.000000005    -0.000000000
   467    -0.000024501    -0.000000134     -0.000000011     0.000000000
   468    -0.000028960    -0.000000435      0.000000001     0.000000000
   469    -0.000004443     0.000000220     -0.000000001     0.000000000
   470    -0.000033368    -0.000000795      0.000000004    -0.000000001
   471    -0.000040228    -0.000006299      0.000000001    -0.000000002
   472    -0.000044868    -0.000006896     -0.000000013    -0.000000002
